,County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER
261,SULLIVAN,724824,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16523,100,MAIN ST,,,LIVINGSTON MANOR,NY,12758,9217,POINT (513986.9229495093 4638551.52360358),4839,36,105,950201,1400000US36105950201,36105950201,9502.01,Census Tract 9502.01,NY,Sullivan County,New York,CT,66448171,270500
262,OTSEGO,724300,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17655,99,MAIN ST,,,MORRIS,NY,13808,0,POINT (479643.396245369 4710619.335094866),4797,36,077,591500,1400000US36077591500,36077591500,5915,Census Tract 5915,NY,Otsego County,New York,CT,240598029,430366
263,NIAGARA,724298,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17234,4835,MILITARY ROAD,,,NIAGARA FALLS,NY,14305,0,POINT (174079.5821881573 4783113.585629527),4649,36,063,022601,1400000US36063022601,36063022601,226.01,Census Tract 226.01,NY,Niagara County,New York,CT,9036817,0
264,CLINTON,724205,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17064,9775,RT 9,,,CHAZY,NY,12921,0,POINT (623381.0776478434 4972695.271083048),3169,36,019,100200,1400000US36019100200,36019100200,1002,Census Tract 1002,NY,Clinton County,New York,CT,140256207,18551716
265,ULSTER,724204,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17103,1280,RT 32,,,WALLKILL,NY,12589,9000,POINT (577037.5189638457 4607604.673649178),3805,36,111,954100,1400000US36111954100,36111954100,9541,Census Tract 9541,NY,Ulster County,New York,CT,48934593,965640
266,GENESEE,723753,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16948,9195,ALLEGHANY RD,,,CORFU,NY,14036,8000,POINT (222250.9375365405 4762797.768191964),903,36,037,950301,1400000US36037950301,36037950301,9503.01,Census Tract 9503.01,NY,Genesee County,New York,CT,67914893,78738
267,WASHINGTON,723014,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16472,1085,STATE RT 197,,,ARGYLE,NY,12809,7400,POINT (622392.5856430532 4788842.908830992),4444,36,115,087000,1400000US36115087000,36115087000,870,Census Tract 870,NY,Washington County,New York,CT,146426522,3264208
268,ST. LAWRENCE,723013,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16847,635,RT 11C,,,WINTHROP,NY,13697,0,POINT (516730.8308451319 4960023.105255859),2330,36,089,490700,1400000US36089490700,36089490700,4907,Census Tract 4907,NY,St. Lawrence County,New York,CT,479153508,3514799
269,CAYUGA,723012,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16610,2504,W MAIN ST,,,CATO,NY,13033,9200,POINT (372003.4219348315 4780644.816178331),3821,36,011,040201,1400000US36011040201,36011040201,402.01,Census Tract 402.01,NY,Cayuga County,New York,CT,87135854,6588322
270,WARREN,723011,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16739,6123,STATE RT 8,,,CHESTERTOWN,NY,12817,9111,POINT (597929.515016583 4835263.161793265),4788,36,113,075002,1400000US36113075002,36113075002,750.02,Census Tract 750.02,NY,Warren County,New York,CT,130270429,2228829
271,CHEMUNG,722844,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL#16566,656,MAIN STREET,,,BREESPORT,NY,14816,0,POINT (356696.3544788559 4670452.608850655),5021,36,015,010702,1400000US36015010702,36015010702,107.02,Census Tract 107.02,NY,Chemung County,New York,CT,59149965,625891
272,JEFFERSON,722843,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16606,27531,WILSON ROAD,,,THERESA,NY,13691,0,POINT (434390.607704338 4896947.355348404),4934,36,045,060101,1400000US36045060101,36045060101,601.01,Census Tract 601.01,NY,Jefferson County,New York,CT,159324050,13272533
273,LIVINGSTON,722825,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16318,8079,SOUTH MAIN STREET,,,SPRINGWATER,NY,14560,0,POINT (287043.0091780365 4723244.221367494),3780,36,051,031101,1400000US36051031101,36051031101,311.01,Census Tract 311.01,NY,Livingston County,New York,CT,126412574,17875
274,SULLIVAN,722689,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15950,585,STATE RT 55,,,ELDRED,NY,12732,8000,POINT (509640.0136965979 4597344.144730121),257,36,105,952400,1400000US36105952400,36105952400,9524,Census Tract 9524,NY,Sullivan County,New York,CT,129648268,4807606
275,ULSTER,722525,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #17514,3110,ROUTE 28,,,SHOKAN,NY,12481,4000,POINT (565790.3212405852 4647232.954050465),1933,36,111,951000,1400000US36111951000,36111951000,9510,Census Tract 9510,NY,Ulster County,New York,CT,151384333,17465421
276,CLINTON,721056,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15842,6905,RT 22,,,PLATTSBURGH,NY,12901,0,POINT (619294.324583895 4958550.848329201),3168,36,019,100600,1400000US36019100600,36019100600,1006,Census Tract 1006,NY,Clinton County,New York,CT,156499991,23833049
277,NIAGARA,720933,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16268,3661,RANSOMVILLE ROAD,,,RANSOMVILLE,NY,14131,7272,POINT (182602.3793587717 4794481.963974989),3553,36,063,024502,1400000US36063024502,36063024502,245.02,Census Tract 245.02,NY,Niagara County,New York,CT,77600369,10786361
278,SCHENECTADY,719899,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16215,3985,STATE HWY 30,,,ESPERANCE,NY,12066,3000,POINT (561627.156450556 4734474.721991948),3375,36,093,033102,1400000US36093033102,36093033102,331.02,Census Tract 331.02,NY,Schenectady County,New York,CT,183329990,3232878
279,GENESEE,719896,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16178,7067,BIG TREE RD,,,PAVILION,NY,14525,6000,POINT (253865.3558612016 4750744.36602356),2679,36,037,951300,1400000US36037951300,36037951300,9513,Census Tract 9513,NY,Genesee County,New York,CT,185565527,368148
280,FRANKLIN,719892,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16269,884,STATE RT 11,,,MOIRA,NY,12957,3,POINT (535711.8046239307 4963160.473601187),3999,36,033,950301,1400000US36033950301,36033950301,9503.01,Census Tract 9503.01,NY,Franklin County,New York,CT,228815831,0
281,ST. LAWRENCE,719871,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16163,57,SOUTH MAIN STREET,,,NORWOOD,NY,13668,0,POINT (500563.5279486661 4954636.438434042),3354,36,089,491000,1400000US36089491000,36089491000,4910,Census Tract 4910,NY,St. Lawrence County,New York,CT,151010119,3385189
282,CHAUTAUQUA,719291,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 16085,8026,ROUTE 60 N,,,CASSADAGA,NY,14718,9100,POINT (144938.3439531852 4697708.322214977),3550,36,013,036000,1400000US36013036000,36013036000,360,Census Tract 360,NY,Chautauqua County,New York,CT,110043466,7899712
283,OSWEGO,719272,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16000,8,COLUMBIA AVENUE,,,OSWEGO,NY,13126,10000,POINT (380536.6353103284 4806328.016687006),2345,36,075,021402,1400000US36075021402,36075021402,214.02,Census Tract 214.02,NY,Oswego County,New York,CT,14923385,722709
284,FULTON,719162,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15744,2480,STATE HIGHWAY 30,,,MAYFIELD,NY,12117,7195,POINT (559504.8331563193 4773226.229870249),2407,36,035,970200,1400000US36035970200,36035970200,9702,Census Tract 9702,NY,Fulton County,New York,CT,97627724,11089889
285,SARATOGA,719075,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15734,162,W MILTON RD,,,BALLSTON SPA,NY,12020,0,POINT (587318.6064598362 4765466.216307893),5322,36,091,061401,1400000US36091061401,36091061401,614.01,Census Tract 614.01,NY,Saratoga County,New York,CT,60978894,58162
286,NIAGARA,719074,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15739,4201,CARMEN RD,,,MIDDLEPORT,NY,14105,0,POINT (216481.8826070129 4789604.112856383),4335,36,063,024001,1400000US36063024001,36063024001,240.01,Census Tract 240.01,NY,Niagara County,New York,CT,179317661,804615
287,STEUBEN,719073,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15759,4,W LAMOKA AVE,,,SAVONA,NY,14879,0,POINT (316988.6792485423 4684270.253374035),4279,36,101,961300,1400000US36101961300,36101961300,9613,Census Tract 9613,NY,Steuben County,New York,CT,130460119,1291435
288,ONEIDA,718996,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #15735,4120,STATE RTE 69,,,TABERG,NY,13471,0,POINT (450082.441831655 4793993.867871884),5270,36,065,024400,1400000US36065024400,36065024400,244,Census Tract 244,NY,Oneida County,New York,CT,298200298,1041317
289,ST. LAWRENCE,718995,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15824,11997,STATE HWY 37,,,WADDINGTON,NY,13694,0,POINT (482761.5792992951 4967193.377052037),4513,36,089,490500,1400000US36089490500,36089490500,4905,Census Tract 4905,NY,St. Lawrence County,New York,CT,270885766,18038515
290,TIOGA,718993,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16036,1140,OWEGO RD,,,CANDOR,NY,13743,0,POINT (391637.5005031142 4668972.9736542),3380,36,107,020200,1400000US36107020200,36107020200,202,Census Tract 202,NY,Tioga County,New York,CT,246029924,305736
291,WARREN,718991,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14999,61,MAIN ST,,,QUEENSBURY,NY,12804,0,POINT (607915.697860117 4795021.868656339),3747,36,113,070802,1400000US36113070802,36113070802,708.02,Census Tract 708.02,NY,Warren County,New York,CT,9343619,1261019
292,BROOME,718989,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15675,29,NORTH RD,,,WINDSOR,NY,13865,0,POINT (437345.0702649514 4660725.727811108),3753,36,007,012502,1400000US36007012502,36007012502,125.02,Census Tract 125.02,NY,Broome County,New York,CT,68076590,235539
293,ULSTER,718029,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14385,6280,RT 209,,,KERHONKSON,NY,12446,9300,POINT (558408.2072007328 4625243.807195815),4343,36,111,954500,1400000US36111954500,36111954500,9545,Census Tract 9545,NY,Ulster County,New York,CT,97022998,904454
294,FRANKLIN,717878,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 15825,2301,STATE RT 37,,,FORT COVINGTON,NY,12937,0,POINT (538553.5777269036 4981241.133835429),3452,36,033,950200,1400000US36033950200,36033950200,9502,Census Tract 9502,NY,Franklin County,New York,CT,277936242,360340
295,CHAUTAUQUA,717606,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16063,54,W MAIN ST,,,BROCTON,NY,14716,9339,POINT (134205.1737298179 4702371.852980305),3551,36,013,036300,1400000US36013036300,36013036300,363,Census Tract 363,NY,Chautauqua County,New York,CT,88110654,16037025
296,GREENE,717599,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15881,729,RT 32A,,,PALENVILLE,NY,12463,0,POINT (580954.1121667557 4669587.343386687),3318,36,039,081101,1400000US36039081101,36039081101,811.01,Census Tract 811.01,NY,Greene County,New York,CT,77415526,241436
297,DUTCHESS,717457,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15147,1049,VIOLET AVE,,,HYDE PARK,NY,12538,0,POINT (590241.0545056084 4626381.811823633),4149,36,027,070301,1400000US36027070301,36027070301,703.01,Census Tract 703.01,NY,Dutchess County,New York,CT,22657792,134215
298,SULLIVAN,716799,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15815,4984,ST RT 52,,,JEFFERSONVILLE,NY,12748,0,POINT (504869.7657001681 4624836.999978295),4214,36,105,952100,1400000US36105952100,36105952100,9521,Census Tract 9521,NY,Sullivan County,New York,CT,90378322,1727602
299,ORANGE,716798,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15087,1170,ST RT 17K,,,MONTGOMERY,NY,12549,0,POINT (565313.4194118761 4597472.833325118),3429,36,071,010802,1400000US36071010802,36071010802,108.02,Census Tract 108.02,NY,Orange County,New York,CT,13608084,349880
300,WASHINGTON,716206,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16176,1251,RT 29,,,GREENWICH,NY,12834,11560,POINT (621394.2641395846 4772758.007519901),3382,36,115,089000,1400000US36115089000,36115089000,890,Census Tract 890,NY,Washington County,New York,CT,113087480,1547671
301,ONONDAGA,715868,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15408,6523,COLLAMER RD/ ROUTE 298,,,EAST SYRACUSE,NY,13057,9100,POINT (412960.0340459993 4772830.857674082),4218,36,067,014500,1400000US36067014500,36067014500,145,Census Tract 145,NY,Onondaga County,New York,CT,17120546,38783
302,ONTARIO,715563,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 15283,7463,RT 5 & 20,,,BLOOMFIELD,NY,14469,0,POINT (300631.5070234453 4752242.196999272),4058,36,069,050501,1400000US36069050501,36069050501,505.01,Census Tract 505.01,NY,Ontario County,New York,CT,85973367,360310
303,SARATOGA,714399,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15552,1,DOMINIC DR,,,BALLSTON SPA,NY,12020,0,POINT (593652.6594667499 4759973.350272014),4204,36,091,061701,1400000US36091061701,36091061701,617.01,Census Tract 617.01,NY,Saratoga County,New York,CT,50925251,1193101
304,MADISON,714397,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15844,34,W MAIN ST RT 20,,,MORRISVILLE,NY,13408,0,POINT (446971.0665540533 4749871.227463792),4920,36,053,030701,1400000US36053030701,36053030701,307.01,Census Tract 307.01,NY,Madison County,New York,CT,115586283,2439864
305,ERIE,714395,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15900,244,FOREST AVE,,,BUFFALO,NY,14213,7000,POINT (182559.5567805108 4760159.87102709),2698,36,029,017100,1400000US36029017100,36029017100,171,Census Tract 171,NY,Erie County,New York,CT,2021092,379440
306,CLINTON,714319,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15350,5602,RT 11,,,ELLENBURG CENTER,NY,12934,7200,POINT (591327.9597441317 4971652.716641049),4015,36,019,103512,1400000US36019103512,36019103512,1035.12,Census Tract 1035.12,NY,Clinton County,New York,CT,675274313,19882444
307,SULLIVAN,714222,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 15110,3282,ROUTE 209,,,WURTSBORO,NY,12790,91585,POINT (543510.1481603479 4603766.85800842),4755,36,105,951201,1400000US36105951201,36105951201,9512.01,Census Tract 9512.01,NY,Sullivan County,New York,CT,56881139,170745
308,ORLEANS,713654,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15417,11349,RIDGE RD,,,MEDINA,NY,14103,900,POINT (224937.5427501135 4796092.710073629),1197,36,073,040200,1400000US36073040200,36073040200,402,Census Tract 402,NY,Orleans County,New York,CT,124454956,210451
309,COLUMBIA,713653,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14942,3067,ST HWY 9,,,VALATIE,NY,12184,9300,POINT (607939.2657222803 4698878.288669482),5040,36,021,000402,1400000US36021000402,36021000402,4.02,Census Tract 4.02,NY,Columbia County,New York,CT,42294908,1437327
310,SCHOHARIE,713615,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14952,681,ROUTE 20,,,SHARON SPRINGS,NY,13459,9158,POINT (532050.9538159671 4737094.656990531),5139,36,095,740400,1400000US36095740400,36095740400,7404,Census Tract 7404,NY,Schoharie County,New York,CT,283750505,791779
311,SULLIVAN,713614,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14958,5687,STATE ROUTE 42,,,FALLSBURG,NY,12733,9339,POINT (532781.9310257531 4620046.156090944),4718,36,105,950802,1400000US36105950802,36105950802,9508.02,Census Tract 9508.02,NY,Sullivan County,New York,CT,47641268,198831
312,ONONDAGA,713613,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14963,922,STATE FAIR BLVD,,,GEDDES,NY,13209,7000,POINT (398743.5400910616 4772216.816495894),866,36,067,012800,1400000US36067012800,36067012800,128,Census Tract 128,NY,Onondaga County,New York,CT,13241862,6488803
313,OTSEGO,713612,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14992,91,MAIN ST,,,OTEGO,NY,13825,9158,POINT (484156.3555787144 4692726.599990263),4499,36,077,591401,1400000US36077591401,36077591401,5914.01,Census Tract 5914.01,NY,Otsego County,New York,CT,118188960,195723
314,ULSTER,713330,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14739,954,ROUTE 28,,,KINGSTON,NY,12401,6000,POINT (575766.4940978915 4648361.221613425),4458,36,111,951500,1400000US36111951500,36111951500,9515,Census Tract 9515,NY,Ulster County,New York,CT,48042049,756475
315,ONEIDA,712821,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15168,9501,US ROUTE 20,,,BRIDGEWATER,NY,13313,0,POINT (478966.6755367283 4747428.121978045),4056,36,065,025800,1400000US36065025800,36065025800,258,Census Tract 258,NY,Oneida County,New York,CT,61757811,29948
316,ERIE,712819,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14978,122,S MAIN ST,,,HOLLAND,NY,14080,9111,POINT (209918.5449867377 4726823.691100482),27,36,029,015003,1400000US36029015003,36029015003,150.03,Census Tract 150.03,NY,Erie County,New York,CT,92695544,94365
317,WAYNE,712243,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #15522,1250,RT 104,,,ONTARIO,NY,14519,7798,POINT (311579.3258166129 4788481.937268424),920,36,117,020105,1400000US36117020105,36117020105,201.05,Census Tract 201.05,NY,Wayne County,New York,CT,15600577,0
318,ERIE,712222,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14886,663,E FERRY ST,,,BUFFALO,NY,14211,2500,POINT (186828.0223174901 4758435.676868622),1247,36,029,003400,1400000US36029003400,36029003400,34,Census Tract 34,NY,Erie County,New York,CT,1497695,0
319,OTSEGO,712219,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14993,4892,ST HWY 28,,,COOPERSTOWN,NY,13326,9158,POINT (503443.0637122179 4723069.635945965),2284,36,077,590201,1400000US36077590201,36077590201,5902.01,Census Tract 5902.01,NY,Otsego County,New York,CT,103820952,867068
320,GENESEE,712082,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 14869,111,N MAIN ST,,,OAKFIELD,NY,14125,7200,POINT (233292.5213514245 4773773.576681264),4249,36,037,950200,1400000US36037950200,36037950200,9502,Census Tract 9502,NY,Genesee County,New York,CT,152701859,1725279
321,SARATOGA,711740,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14704,6367,RT 9N,,,HADLEY,NY,12835,10000,POINT (594602.823962677 4794764.546211266),4323,36,091,060501,1400000US36091060501,36091060501,605.01,Census Tract 605.01,NY,Saratoga County,New York,CT,102834353,3573939
322,ULSTER,711734,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14360,,2419 RT 52,,,PINE BUSH,NY,12566,9339,POINT (558354.3671691116 4606551.737756427),3413,36,071,010901,1400000US36071010901,36071010901,109.01,Census Tract 109.01,NY,Orange County,New York,CT,32098663,51093
323,ORANGE,710940,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14171,1065,STATE ROUTE 52,,,WALDEN,NY,12586,6000,POINT (568903.0152961854 4601561.964322128),3429,36,071,010802,1400000US36071010802,36071010802,108.02,Census Tract 108.02,NY,Orange County,New York,CT,13608084,349880
324,ONEIDA,710603,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 14466,9070,RT 365,,,HOLLAND PATENT,NY,13354,5000,POINT (476724.4850890739 4786768.311566927),3350,36,065,026200,1400000US36065026200,36065026200,262,Census Tract 262,NY,Oneida County,New York,CT,82586606,1108720
325,STEUBEN,710490,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14692,75,S MAIN ST,,,PRATTSBURGH,NY,14873,8000,POINT (311972.8005500623 4709859.33481857),2671,36,101,960200,1400000US36101960200,36101960200,9602,Census Tract 9602,NY,Steuben County,New York,CT,253125463,286126
326,ERIE,710054,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8338,25,GARDENVILLE PKWY,,,W SENECA,NY,14224,9000,POINT (193234.911238306 4752647.10393761),401,36,029,010808,1400000US36029010808,36029010808,108.08,Census Tract 108.08,NY,Erie County,New York,CT,3229203,0
327,DUTCHESS,709396,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14980,534,MAIN ST,,,POUGHKEEPSIE,NY,12601,0,POINT (590102.6002782468 4617054.786305989),891,36,027,221100,1400000US36027221100,36027221100,2211,Census Tract 2211,NY,Dutchess County,New York,CT,847676,0
328,ONEIDA,709395,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14421,1700,ERIE ST,,,UTICA,NY,13502,0,POINT (479194.1545232523 4773056.36287908),1129,36,065,021402,1400000US36065021402,36065021402,214.02,Census Tract 214.02,NY,Oneida County,New York,CT,766655,0
329,ERIE,709110,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14652,1618,MAIN ST,,,BUFFALO,NY,14209,0,POINT (184709.0461050241 4758896.528354465),2699,36,029,016900,1400000US36029016900,36029016900,169,Census Tract 169,NY,Erie County,New York,CT,900018,0
330,NIAGARA,709067,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14797,686,LAKE ST RT 425,,,WILSON,NY,14172,9200,POINT (189704.3599072674 4800828.546499032),807,36,063,024301,1400000US36063024301,36063024301,243.01,Census Tract 243.01,NY,Niagara County,New York,CT,2105910,493375
331,SENECA,709066,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #6429,2173,ROUTE 96A,,,OVID,NY,14521,0,POINT (350764.875764364 4726975.40453433),3729,36,099,950802,1400000US36099950802,36099950802,9508.02,Census Tract 9508.02,NY,Seneca County,New York,CT,178712104,70615278
332,ERIE,709063,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14802,10607,ERIE RD,,,FARNHAM,NY,14061,8704,POINT (164315.5462969709 4723807.869341201),3837,36,029,015600,1400000US36029015600,36029015600,156,Census Tract 156,NY,Erie County,New York,CT,62973620,314462
333,CATTARAUGUS,709062,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14922,24,NORTH 1ST STREET,,,ALLEGANY,NY,14706,2200,POINT (210636.5424759569 4666264.605777237),4374,36,009,961100,1400000US36009961100,36009961100,9611,Census Tract 9611,NY,Cattaraugus County,New York,CT,148273860,974609
334,OSWEGO,708998,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14586,3091,COUNTY ROUTE 26,,,PARISH,NY,13131,8500,POINT (409766.8903610731 4806303.999448714),4773,36,075,020502,1400000US36075020502,36075020502,205.02,Census Tract 205.02,NY,Oswego County,New York,CT,134398547,1077648
335,FULTON,708993,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14669,111,BELLEN RD,,,BROADALBIN,NY,12025,9000,POINT (564186.242794425 4766443.787838067),3385,36,035,970300,1400000US36035970300,36035970300,9703,Census Tract 9703,NY,Fulton County,New York,CT,53587989,5223685
336,WAYNE,708896,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14440,3838,WALWORTH MARION RD,,,MARION,NY,14505,10000,POINT (321342.6679136816 4779358.744110656),4911,36,117,020500,1400000US36117020500,36117020500,205,Census Tract 205,NY,Wayne County,New York,CT,75489208,266736
337,TOMPKINS,708891,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14064,169,NORTH ST,,,DRYDEN,NY,13053,0,POINT (393270.7636516873 4706371.81427782),4171,36,109,002000,1400000US36109002000,36109002000,20,Census Tract 20,NY,Tompkins County,New York,CT,55093990,586578
338,CLINTON,708232,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14201,4989,SOUTH CATHERINE ST,,,PLATTSBURGH,NY,12901,9339,POINT (622146.0575254295 4949524.460820116),1631,36,019,103100,1400000US36019103100,36019103100,1031,Census Tract 1031,NY,Clinton County,New York,CT,1063258,61360
339,ONTARIO,708231,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14405,194,NORTH EXCHANGE ST,,,GENEVA,NY,14456,0,POINT (338520.9665215843 4749713.629133296),1524,36,069,051700,1400000US36069051700,36069051700,517,Census Tract 517,NY,Ontario County,New York,CT,3686416,0
340,WYOMING,708209,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8085,80,SOUTH MAIN ST RT 19,,,WARSAW,NY,14569,6000,POINT (243594.6558503604 4736537.432605538),2677,36,121,970500,1400000US36121970500,36121970500,9705,Census Tract 9705,NY,Wyoming County,New York,CT,91725785,130550
341,SULLIVAN,707838,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14321,1334,ST RT 17B,,,WHITE LAKE,NY,12786,10000,POINT (515379.9020293981 4613741.395118457),3420,36,105,951900,1400000US36105951900,36105951900,9519,Census Tract 9519,NY,Sullivan County,New York,CT,69649455,1546326
342,ERIE,707428,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14742,437,TONAWANDA ST,,,BUFFALO,NY,14207,7500,POINT (181921.346141467 4761692.099544664),18,36,029,005900,1400000US36029005900,36029005900,59,Census Tract 59,NY,Erie County,New York,CT,1217883,297447
343,ULSTER,707426,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14176,1973,ULSTER AVE RT 9W,,,LAKE KATRINE,NY,12449,9300,POINT (583932.630383878 4649269.409717534),3807,36,111,951300,1400000US36111951300,36111951300,9513,Census Tract 9513,NY,Ulster County,New York,CT,17143631,2143979
344,ERIE,707425,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8362,804,WEHRLE DR,,,AMHERST,NY,14221,7300,POINT (193763.7321572619 4762094.370242512),4888,36,029,009504,1400000US36029009504,36029009504,95.04,Census Tract 95.04,NY,Erie County,New York,CT,2967097,0
345,RENSSELAER,704650,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13920,21428,ST ROUTE 22,,,HOOSICK FALLS,NY,12090,9340,POINT (633914.1105717829 4749939.312906805),2885,36,083,051701,1400000US36083051701,36083051701,517.01,Census Tract 517.01,NY,Rensselaer County,New York,CT,159118139,292505
346,ERIE,704163,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13797,7169,BOSTON ST RD,,,HAMBURG,NY,14075,4000,POINT (192119.314817809 4731910.681942671),2728,36,029,015202,1400000US36029015202,36029015202,152.02,Census Tract 152.02,NY,Erie County,New York,CT,44546968,0
347,SCHOHARIE,704152,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13422,4503,NY 30,,,MIDDLEBURGH,NY,12122,9200,POINT (554309.5559333969 4718021.692013741),4312,36,095,740700,1400000US36095740700,36095740700,7407,Census Tract 7407,NY,Schoharie County,New York,CT,201363200,466732
348,ULSTER,703903,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #13782,1985,ROUTE 32,,,MODENA,NY,12548,7500,POINT (573824.5343274814 4612374.453841929),2889,36,111,954000,1400000US36111954000,36111954000,9540,Census Tract 9540,NY,Ulster County,New York,CT,42001615,660729
